Period End Date,Period Length,Total Revenue,Cost of Revenue,Gross Profit,"Selling, General and Administrative",Research and Development,Unusual Expense/Income,Total Operating Expense,Operating Income,Interest Income Net,Other Income Net,Net Income Before Taxes,Provision for Income Taxes,Net Income,Income Avail. to Common Excl. Extraord.,Income Avail. to Common Incl. Extraord.,Diluted Average Shares,Diluted EPS Excl. Extraord.,Diluted EPS Incl. Extraord.
TTM,12 Months,"28,566.00","12,044.00","16,522.00","2,378.00","6,853.00",,"22,628.00","5,938.00",-218.00,,"5,758.00",-199.00,"5,957.00","5,957.00","5,957.00","2,524.00",2.35102,2.35102
1/30/2022,52 Weeks,"26,914.00","9,439.00","17,475.00","2,166.00","5,268.00",,"16,873.00","10,041.00",-159.00,59.00,"9,941.00",189.00,"9,752.00","9,752.00","9,752.00","2,535.00",3.84694,3.84694
1/31/2021,53 Weeks,"16,675.00","6,279.00","10,396.00","1,940.00","3,924.00",,"12,143.00","4,532.00",-127.00,4.00,"4,409.00",77.00,"4,332.00","4,332.00","4,332.00","2,512.00",1.72452,1.72452
1/26/2020,52 Weeks,"10,918.00","4,150.00","6,768.00","1,093.00","2,829.00",,"8,072.00","2,846.00",126.00,-2.00,"2,970.00",174.00,"2,796.00","2,796.00","2,796.00","2,472.00",1.13107,1.13107
1/27/2019,52 Weeks,"11,716.00","4,545.00","7,171.00",991.00,"2,376.00",0.00,"7,912.00","3,804.00",78.00,14.00,"3,896.00",123.00,"4,141.00","3,773.00","4,141.00","2,500.00",1.50920,1.65640
1/28/2018,52 Weeks,"9,714.00","3,892.00","5,822.00",815.00,"1,797.00",0.00,"6,504.00","3,210.00",8.00,-22.00,"3,196.00",282.00,"3,047.00","2,914.00","3,047.00","2,528.00",1.15269,1.20530
1/29/2017,52 Weeks,"6,910.00","2,847.00","4,063.00",663.00,"1,463.00",3.00,"4,976.00","1,934.00",-29.00,,"1,905.00",239.00,"1,666.00","1,666.00","1,666.00","2,596.00",0.64176,0.64176
1/31/2016,52 Weeks,"5,010.00","2,199.00","2,811.00",602.00,"1,331.00",131.00,"4,263.00",747.00,-8.00,4.00,743.00,129.00,614.00,614.00,614.00,"2,276.00",0.26977,0.26977
